cheese,url,milk,country,region,family,type,texture,rind,color,flavor,aroma,vegetarian,vegan,producers
Cheddar with Irish Porter,https://www.cheese.com/cheddar-with-irish-porter/,cow,Ireland,Kilmallock County Limerick,Cheddar,"semi-hard, artisan",smooth,natural,pale yellow,"fruity, tangy","pungent, rich",No,No,Sartori
Cheddar with Red Wine,https://www.cheese.com/cheddar-with-red-wine/,cow,Ireland,Kilmallock County Limerick,Cheddar,"semi-hard, artisan",firm,natural,pale yellow,"fruity, tangy","fruity, rich",True,False,J.O.D. Foods
Cheese Curds,https://www.cheese.com/cheese-curds/,Unknown,"Canada, India, United States",Wisconsin,Cheddar,fresh firm,"firm, springy",natural,white,"mild, milky",fresh,No,No,Sartori
Chelsea Blue,https://www.cheese.com/chelsea-blue/,Unknown,Australia,"Mornington Peninsula, Melbourne",Blue,artisan,crumbly,natural,white,"nutty, salty, sweet","nutty, sweet",True,False,BoatShed Cheese
Cherni Vit,https://www.cheese.com/cherni-vit/,sheep,Bulgaria,Central Balkan Mountains,Feta,"soft, brined",soft,mold ripened,green,"nutty, sharp",rich,No,No,Sartori
Cherokee Rose,https://www.cheese.com/cherokee-rose/,cow,United States,Georgia,Raclette,"hard, artisan","creamy, smooth, soft",natural,pale yellow,"buttery, nutty, sweet, tangy","fresh, milky",No,No,Nature's Harmony Farm
Cheshire,https://www.cheese.com/cheshire/,cow,United Kingdom,Wisconsin,Gouda,hard,"crumbly, dense",cloth wrapped,orange,earthy,"grassy, spicy",No,No,Appleby's
Chevre en Marinade,https://www.cheese.com/chevre-en-marinade/,goat,United States,Colorado,Pecorino,"semi-soft, artisan","creamy, crumbly, firm, oily",rindless,white,"garlicky, herbaceous, spicy","aromatic, pungent",True,False,Haystack Mountain Creamery
Chevre Log,https://www.cheese.com/chevre-log/,goat,United States,California,Cottage,fresh soft,"creamy, crumbly, smooth, spreadable",rindless,white,"citrusy, creamy","fresh, mild",True,False,"Cypress Grove Chevre, Goat Lady Dairy"
Chevrotin des Aravis,https://www.cheese.com/chevrotin-des-aravis/,goat,France,Haute-Savoie / Upper Savoy,Blue,"soft, artisan, brined","creamy, smooth",washed,pale yellow,"full-flavored, herbaceous, sweet","aromatic, floral, goaty",False,False,Sartori
Chhurpi,https://www.cheese.com/chhurpi/,"cow, yak","China, Nepal, Tibet",Wisconsin,Cottage,"soft, hard, artisan",dense,natural,pale yellow,tangy,rich,No,No,Sartori
Childwickbury,https://www.cheese.com/childwickbury/,goat,"England, Great Britain, United Kingdom","Odell, Bedfordshire",Mozzarella,"fresh soft, artisan","creamy, smooth",natural,white,"citrusy, lemony, mild, milky","floral, fresh, mild, milky",True,False,Childwickbury Estate
Chile Jack,https://www.cheese.com/chile-jack/,goat,United States,Colorado,Monterey Jack,"semi-soft, artisan",creamy,waxed,cream,"creamy, spicy, subtle, tangy",mild,True,False,Haystack Mountain Creamery
Chilli Caciotta,https://www.cheese.com/chile-caciotta/,"cow, sheep",Italy,Wisconsin,Pecorino,"semi-soft, artisan","creamy, smooth",natural,white,spicy,rich,No,No,Sartori
Chimney Rock,https://www.cheese.com/chimney-rock/,cow,United States,California,Brie,soft,soft,bloomy,pale yellow,"earthy, piquant, savory","fruity, rich",True,False,Cowgirl Creamery
Chiriboga Blue,https://www.cheese.com/chiriboga-blue/,cow,Germany,Allgau,Blue,"semi-soft, artisan, blue-veined","creamy, dense, smooth, spreadable",mold ripened,cream,"buttery, grassy, mild, sweet",mild,False,False,Sartori
Chocolate Lab,https://www.cheese.com/chocolate-lab/,cow,United States,Fairview,Cheddar,"hard, artisan",firm,washed,pale yellow,"pungent, sharp, sweet",rich,No,No,Looking Glass Creamery
Chocolate Stout Cheddar,https://www.cheese.com/chocolate-stout-cheddar/,cow,United States,Oregon,Cheddar,"semi-hard, artisan",firm,natural,pale yellow,"savory, sweet, tangy",buttery,True,False,Rogue Creamery
Chontaleno,https://www.cheese.com/chontaleno/,cow,Mexico,Wisconsin,Parmesan,semi-hard,firm,natural,white,salty,rich,False,False,Peluso Cheese
Chorlton Blue Cheshire,https://www.cheese.com/chorlton-blue-cheshire/,cow,"England, Great Britain, United Kingdom",Cheshire,Blue,"semi-soft, artisan, blue-veined","creamy, crumbly",natural,pale yellow,"citrusy, lemony, salty",strong,No,No,Chorlton Cheshire Cheese
Chura Kampo,https://www.cheese.com/chura-kampo/,yak,"China, Tibet",Tibet,Cheddar,"hard, artisan","dense, dry, firm",natural,white,creamy,aromatic,No,No,Sartori
Château de Versailles,https://www.cheese.com/chateau-de-versailles/,cow,Canada,Quebec,Brie,"soft, soft-ripened","buttery, creamy, runny, soft, soft-ripened",bloomy,ivory,"buttery, creamy",pungent,No,No,Tre Stelle
Chèvre,https://www.cheese.com/chevre/,goat,France,Wisconsin,Blue,"semi-hard, artisan",creamy,natural,white,tangy,goaty,No,No,Sartori
Chèvre des neiges,https://www.cheese.com/chevre-des-neiges/,"cow, goat",Canada,Quebec,Cottage,fresh soft,"soft, spreadable, supple",rindless,white,"fruity, mild, nutty","aromatic, fresh, fruity",No,No,La Maison Alexis de Portneuf Inc.
Cilentano ai fichi,https://www.cheese.com/cilentano-ai-fichi/,"buffalo, cow, sheep",Italy,Calabria,Pecorino,"semi-soft, artisan",creamy,natural,cream,"creamy, fruity","nutty, sweet",No,No,Casa Madaio
Cinerino,https://www.cheese.com/cinerino/,sheep,Italy,Campania,Cheddar,"hard, artisan",flaky,ash coated,ivory,"grassy, herbaceous","herbal, nutty, woody",True,False,Casa Madaio
Cirrus,https://www.cheese.com/cirrus/,cow,United States,Port Townsend,Camembert,"soft, soft-ripened","creamy, soft",bloomy,ivory,"acidic, buttery, milky, nutty, salty","earthy, mushroom, rich",False,False,Mt. Townsend Creamery
Civray,https://www.cheese.com/civray/,goat,France,Wisconsin,Brie,"soft, artisan","creamy, firm",natural,pale yellow,"acidic, sweet",pleasant,False,False,Sartori
Classic Blue Log,https://www.cheese.com/classic-blue-log/,goat,United States,Massachusetts,Pecorino,"semi-soft, artisan","creamy, dense, soft",mold ripened,cream,"creamy, tangy","clean, fresh",True,False,Westfield Farm
Classico Pecorino Senese,https://www.cheese.com/classico-pecorino-senese/,sheep,Italy,Tuscany,Pecorino,"semi-hard, artisan","buttery, compact, firm",natural,straw,sharp,"aromatic, strong",False,False,Caseificio Pinzani Srl
Classico Riserva,https://www.cheese.com/classico-riserva/,sheep,Italy,Tuscany,Pecorino,"hard, artisan","chalky, compact, crumbly",natural,straw,full-flavored,"aromatic, strong",No,No,Caseificio Pinzani Srl
Classics Fresh Mozzarella,https://www.cheese.com/classics-fresh-mozzarella/,cow,United States,Wisconsin,Mozzarella,"soft, brined","creamy, elastic, smooth, soft, stringy, supple",rindless,white,"acidic, mild, milky, spicy",fresh,True,False,Crave Brothers Farmstead Cheese
Clava Brie,https://www.cheese.com/clava-brie/,cow,Scotland,Wisconsin,Brie,soft,"buttery, creamy, soft",bloomy,straw,"mushroomy, pungent, rustic, vegetal","garlicky, herbal, mushroom, pungent",True,False,Connage Highland Dairy
Clonmore,https://www.cheese.com/clonmore/,goat,Ireland,Co. Cork,Gouda,"hard, artisan","firm, open",plastic,pale yellow,"earthy, mild, milky, nutty, smooth, sweet, tangy","goaty, strong",True,False,Tom and Lena Beggane
Coalho,https://www.cheese.com/coalho/,cow,Brazil,Northeastern Brazil,Cheddar,semi-hard,"elastic, firm, springy",natural,yellow,"acidic, salty",fresh,False,False,Sartori
Coastal Cheddar,https://www.cheese.com/coastal-cheddar/,cow,England,Dorset,Cheddar,firm,creamy,rindless,pale yellow,"crunchy, sweet",nutty,No,No,Ford Farm
Coeur de Camembert au Calvados,https://www.cheese.com/coeur-de-camembert-au-calvados/,cow,France,Lower Normandy,Camembert,"soft, artisan",creamy,bloomy,ivory,"fruity, nutty","aromatic, rich",False,False,Isigny Sainte Mère
Coeur de Chevre,https://www.cheese.com/coeur-de-chevre/,goat,France,Gâtinais,Brie,"soft, soft-ripened",creamy,leaf wrapped,pale yellow,"salty, spicy","fresh, milky",False,False,Sartori
Colby,https://www.cheese.com/colby/,cow,United States,"Colby, Wisconsin",Cheddar,semi-hard,"firm, open, springy",rindless,yellow,sweet,"mild, sweet",False,False,Sartori
Colby-Jack,https://www.cheese.com/colby-jack/,Unknown,United States,Wisconsin,Monterey Jack,"semi-soft, processed",smooth,rindless,white,"creamy, sweet, tangy",rich,No,No,Sartori
Cold Pack,https://www.cheese.com/cold-pack/,cow,United States,Wisconsin,Blue,"soft, blue-veined, processed","creamy, smooth, spreadable",rindless,white,"full-flavored, sharp, smokey , spicy",strong,No,No,Brunkow Cheese Factory
Colony cheese,https://www.cheese.com/colony-cheese/,Unknown,Brazil,Rio Grande do Sul,Cheddar,"semi-hard, artisan","creamy, open, soft, supple",natural,pale yellow,"creamy, pungent, spicy","lactic, pungent, spicy",No,No,Sartori
ColoRouge,https://www.cheese.com/colorouge/,cow,United States,Colorado,Blue,"soft, artisan, smear-ripened","creamy, soft",washed,white,"acidic, buttery, creamy, earthy","buttery, earthy, mild, spicy",No,No,MouCo Cheese Company
Colston Bassett Stilton,https://www.cheese.com/colston-bassett-stilton/,cow,"England, Great Britain, United Kingdom",East Midlands,Blue,"semi-hard, artisan","buttery, creamy",natural,cream,"buttery, fruity",rich,False,False,Colston Bassett Dairy Limited
Comox Brie,https://www.cheese.com/comox-brie/,cow,Canada,British Columbia,Brie,"soft, soft-ripened","buttery, creamy, runny, soft, soft-ripened",bloomy,ivory,"buttery, creamy","mushroom, pungent",No,No,Natural Pastures Cheese Company
Comox Camembert,https://www.cheese.com/comox-camembert/,cow,Canada,Quebec,Camembert,"soft, artisan, soft-ripened","buttery, chalky, creamy, soft, soft-ripened, supple",bloomy,pale yellow,"buttery, creamy, mushroomy","milky, mushroom, pungent",No,No,Natural Pastures Cheese Company
Comte,https://www.cheese.com/comte/,cow,France,Wisconsin,Cheddar,"semi-hard, artisan","dense, firm",natural,pale yellow,creamy,rich,No,No,Sartori
Comte 12 months,https://www.cheese.com/comte-12-months/,cow,France,Wisconsin,Cheddar,semi-hard,buttery,washed,yellow,milky,nutty,False,False,JuraFlore
Comte 18 months,https://www.cheese.com/comte-18-months/,cow,France,Wisconsin,Gouda,hard,firm,natural,yellow,fruity,nutty,False,False,JuraFlore
Comtomme,https://www.cheese.com/comtomme/,cow,Canada,Québec,Tomme,"semi-soft, artisan","firm, supple",washed,golden yellow,"buttery, fruity","buttery, fruity",No,No,Fromagerie La Station
Conciato Al Pepe,https://www.cheese.com/conciato-al-pepe/,cow,Italy,Veneto,Gouda,hard,"compact, crumbly",natural,pale yellow,"sharp, spicy",aromatic,False,False,La Casearia Carpenedo S.r.l.
Condio,https://www.cheese.com/condio/,cow,Italy,"Piave Valley, Italy",Pecorino,"semi-soft, artisan","creamy, smooth, soft",natural,ivory,"herbaceous, piquant, spicy","pungent, spicy",False,False,Sartori
Connemara,https://www.cheese.com/connemara/,cow,United States,Fairview,Cheddar,"semi-hard, artisan","creamy, firm",natural,white,"fruity, mild","fruity, goaty, rich",No,No,Looking Glass Creamery
Consider Bardwell Farm Manchester,https://www.cheese.com/consider-bardwell-farm-manchester/,goat,United States,Vermont,Cheddar,"semi-hard, artisan","firm, open",natural,ivory,"nutty, tangy, woody","lactic, mushroom, woody",True,False,Consider Bardwell Farm
Coolattin Cheddar,https://www.cheese.com/coolattin-cheddar/,cow,Ireland,Co. Carlow,Cheddar,"hard, artisan","crumbly, open",waxed,pale yellow,"fruity, nutty, sweet",rich,False,False,Thomas and Fiona Burgess - Coolattin Cheddar
Coolea,https://www.cheese.com/coolea/,cow,Ireland,Wisconsin,Gouda,hard,firm,natural,white,sweet,rich,True,False,Coolea Farmhouse Cheese Limited
Cooleney,https://www.cheese.com/cooleney/,cow,Ireland,Tipperary,Camembert,"soft, artisan","creamy, smooth",mold ripened,white,"bitter, buttery, mushroomy",rich,True,False,Cooleeney Farm
Coquetdale,https://www.cheese.com/coquetdale/,cow,England,Coquet,Blue,"semi-hard, soft-ripened",creamy,natural,pale yellow,fruity,rich,True,False,Northumberland Cheese Company
Corleggy,https://www.cheese.com/corleggy/,goat,Ireland,County Cavan,Cheddar,"hard, artisan",creamy,natural,white,"mild, nutty",rich,True,False,Corleggy Cheeses
Cornish Blue,https://www.cheese.com/cornish-blue/,cow,England,Cornwall,Blue,"semi-soft, artisan","buttery, dense",natural,white,"creamy, mild, sweet","buttery, mild, sweet",True,False,Cornish Cheese Company Ltd
Cornish Brie,https://www.cheese.com/cornish-brie/,cow,"England, Great Britain, United Kingdom",Cornwall,Brie,"soft, artisan, soft-ripened","creamy, soft-ripened",bloomy,yellow,"creamy, mild",rich,No,No,"Cornish Cheese Company Ltd, Cornish Country Larder ltd."
Cornish Crumbly,https://www.cheese.com/cornish-crumbly/,cow,England,North Cornwall,Cheddar,"semi-soft, artisan",chalky,mold ripened,ivory,creamy,rich,True,False,Whalesborough Farm Foods
Cornish Kern,https://www.cheese.com/cornish-kern/,Unknown,United States,Cornwall,Cornish,"semi-hard, artisan",creamy,washed,white,creamy,rich,True,False,Lynher Dairies
Cornish Pepper,https://www.cheese.com/cornish-pepper/,cow,England,Wisconsin,Cornish,"soft, artisan",creamy,natural,white,smooth,rich,False,False,Lynher Valley Dairy
Cornish Smuggler,https://www.cheese.com/cornish-smuggler/,cow,England,North Cornwall,Cheddar,"semi-soft, artisan",creamy,mold ripened,ivory,creamy,rich,True,False,Whalesborough Farm Foods
Cornish Wild Garlic Yarg,https://www.cheese.com/cornish-wild-garlic-yarg/,cow,England,Wisconsin,Blue,"semi-firm, artisan",crumbly,leaf wrapped,pale yellow,garlicky,"garlicky, herbal",True,False,Lynher Dairies
Cornish Yarg,https://www.cheese.com/cornish-yarg/,cow,England,Wisconsin,Cornish,"hard, artisan","creamy, crumbly",leaf wrapped,white,mushroomy,fresh,True,False,Lynher Dairies
corra linn,https://www.cheese.com/corra-linn/,sheep,Scotland,Wisconsin,Cheddar,firm,crumbly,cloth wrapped,ivory,caramel,buttery,No,No,Errington Cheese Ltd.
Cote Hill Blue,https://www.cheese.com/cote-hill-blue/,cow,"England, United Kingdom",Lincolnshire,Blue,"soft, artisan, blue-veined",creamy,natural,cream,"buttery, salty, sharp, smokey , smooth","smokey, strong",True,False,Cote Hill Farm
Cote Hill Snowdrop,https://www.cheese.com/cote-hill-snowdrop/,cow,United States,Wisconsin,Brie,"soft, artisan, soft-ripened","creamy, smooth",natural,white,savory,rich,No,No,Cote Hill Farm
Cotherstone,https://www.cheese.com/cotherstone/,cow,"England, United Kingdom",Cotherstone,Cheddar,"semi-hard, artisan","crumbly, open",waxed,pale yellow,"acidic, citrusy, tangy",fresh,No,No,Sartori
Cotija Cheese,https://www.cheese.com/cotija/,cow,Mexico,Wisconsin,Cheddar,"hard, artisan","crumbly, dense",rindless,white,"salty, strong",rich,No,No,Sartori
Cotswold,https://www.cheese.com/cotswold/,cow,"England, United Kingdom",Gloucestershire County,Blue,semi-firm,"creamy, smooth",natural,white,"sweet, tangy",rich,False,False,Sartori
Cottage Cheese,https://www.cheese.com/cottage-cheese/,cow,"United Kingdom, United States",Wisconsin,Cottage,"soft, artisan, processed","creamy, crumbly",rindless,white,sweet,rich,True,False,Sartori
Cottage Cheese (Australian),https://www.cheese.com/cottage-cheese-australian/,cow,Australia,Wisconsin,Cottage,fresh soft,"crumbly, firm, grainy",rindless,white,"mild, sweet","lactic, milky",True,False,Sartori
Cougar Gold,https://www.cheese.com/cougar-gold/,cow,United States,"Pullman, Washington",Cheddar,semi-soft,"creamy, crumbly, crystalline, firm, smooth",rindless,white,"nutty, sharp",rich,False,False,WSU Creamery
Coulommiers,https://www.cheese.com/coulommiers/,cow,France,Wisconsin,Brie,"soft, artisan",creamy,bloomy,white,"buttery, nutty",rich,No,No,Sartori
Counting Sheep…and Goats...,https://www.cheese.com/counting-sheepand-goats/,"cow, goat, sheep","Canada, Italy",Lombardy,Brie,"soft, soft-ripened","creamy, soft",natural,white,"creamy, subtle, sweet",nutty,No,No,Fifth Town Artisan Cheese
Country Morning,https://www.cheese.com/country-morning/,cow,Canada,British Columbia,Cheddar,"hard, artisan","creamy, crumbly",natural,pale yellow,"nutty, sharp",strong,False,False,The Farm House Natural Cheeses
Coupole,https://www.cheese.com/coupole/,goat,United States,Vermont,Brie,"soft, artisan","buttery, creamy, dense, fluffy",mold ripened,pale yellow,"mild, milky","fresh, mild, milky",True,False,Vermont Creamery
Couronne Lochoise,https://www.cheese.com/couronne-lochoise/,goat,France,Loire Valley,Brie,"soft, artisan, soft-ripened","buttery, creamy, smooth, soft-ripened",bloomy,ivory,"acidic, herbaceous, mild, salty","earthy, goaty, grassy, musty",False,False,"Fromages de chèvre FREVAL, Various"
Coverdale,https://www.cheese.com/coverdale/,cow,"England, United Kingdom",North Yorkshire,Cheddar,"hard, artisan","creamy, firm, open",natural,white,"buttery, lemony, mild, sharp",rich,True,False,Wensleydale Creamery
Cow's Milk Gouda,https://www.cheese.com/cows-milk-gouda/,cow,United States,Maine,Gouda,"semi-hard, artisan","compact, creamy, crumbly, dense",natural,white,"caramel, nutty",rich,No,No,Fuzzy Udder Creamery
Cracked Pepper Chevre,https://www.cheese.com/cracked-pepper-chevre/,goat,United States,Colorado,Pecorino,"semi-soft, artisan","creamy, crumbly, firm",rindless,white,"savory, spicy","clean, fresh",True,False,Haystack Mountain Creamery
Cranborne,https://www.cheese.com/cranborne/,cow,"England, Great Britain, United Kingdom",Dorset,Camembert,"soft, artisan, soft-ripened","buttery, creamy",bloomy,pale yellow,creamy,mushroom,False,False,Chalke Valley Cheese Ltd
Cratloe Hills,https://www.cheese.com/cratloe-hills/,sheep,Ireland,"Brickhill, Co. Clare",Cheddar,"hard, artisan","firm, grainy, open",plastic,pale yellow,"mild, nutty, strong, sweet",rich,True,False,Cratloe Hills
Cravero Parmigiano Reggiano,https://www.cheese.com/cravero-parmigiano-reggiano/,cow,Italy,Modena,Parmesan,"hard, artisan",dense,natural,golden yellow,"bitter, creamy, nutty, savory, smooth, sweet","aromatic, fruity",False,False,G. Cravero Sas
Crayeux de Roncq,https://www.cheese.com/crayeux-de-roncq/,cow,France,Roncq,Brie,"soft, artisan, soft-ripened","creamy, grainy",washed,orange,"full-flavored, strong, sweet",rich,False,False,Sartori
Cream Cheese,https://www.cheese.com/cream-cheese/,cow,United States,Wisconsin,Blue,"fresh soft, processed","creamy, spreadable",rindless,white,"creamy, mild, sweet","fresh, pleasant",True,False,Sartori
Cream Cheesy Bliss,https://www.cheese.com/cream-cheesy-bliss/,Unknown,"Canada, United States",Wisconsin,Brie,soft,"creamy, spreadable",artificial,white,"creamy, garlicky, herbaceous, sweet",rich,True,False,GO Veggie!
Cream Havarti,https://www.cheese.com/cream-havarti/,cow,Denmark,Wisconsin,Havarti,"semi-soft, processed",smooth,rindless,pale yellow,"buttery, creamy, sweet",sweet,No,No,Sartori
Creamy Gouda,https://www.cheese.com/creamy-gouda/,cow,Netherlands,Wisconsin,Cheddar,semi-soft,creamy,natural,cream,creamy,aromatic,No,No,dutchcheeseman uk
